state,district_id,district
18,1810530,South Ripley Community School Corporation
18,1810560,South Spencer County School Corporation
18,1810590,South Vermillion Community School Corporation
18,1810620,Southeast Fountain School Corporation
18,1810640,Southeast Dubois County School Corporation
18,1810650,Hamilton Southeastern Schools
18,1810680,Southeastern School Corporation
18,1810710,Southern Hancock County Community School Corporation
18,1810740,Randolph Southern School Corporation
18,1810770,Southern Wells Community Schools
18,1810800,Southwestern Jefferson County Consolidated Schools
18,1810830,Southwestern Shelby County Consolidated Schools
18,1810860,Southwest School Corporation
18,1810870,Southwest Dubois County School Corporation
18,1810900,Southwest Parke Community School Corporation
18,1810920,Speedway School Town
18,1810950,Spencer-Owen Community Schools
18,1810980,Springs Valley Community School Corporation
18,1811100,Steuben County Metropolitan School District
18,1811190,Sunman-Dearborn Community School Corporation
18,1811220,Switzerland County School Corporation
18,1811250,Taylor Community School Corporation
18,1811260,Tell City-Troy Township School Corporation
18,1811340,Tippecanoe School Corporation
18,1811370,Tippecanoe Valley School Corporation
18,1811400,Tipton Community School Corporation
18,1811430,Tri-County School Corporation
18,1811460,Tri-Creek School Corporation
18,1811490,Triton School Corporation
18,1811580,Twin Lakes School Corporation
18,1811610,Union County-College Corner Joint School District
18,1811700,Union Township School Corporation
18,1811730,Union School Corporation
18,1811910,Union-North United School Corporation
18,1811970,Valparaiso Community Schools
18,1812060,Crothersville Community Schools
18,1812090,Vigo County School Corporation
18,1812120,Vincennes Community School Corporation
18,1812150,Wabash City Schools
18,1812180,Wabash County Schools Metropolitan School District
18,1812240,Wa-Nee Community Schools
18,1812360,Warren Township Metropolitan School District
18,1812390,Warrick County School Corporation
18,1812420,Warsaw Community Schools
18,1812450,Washington Community School Corporation
18,1812720,Washington Township Metropolitan School District
18,1812810,Wayne Township Metropolitan School District
18,1812870,West Lafayette Community School Corporation
18,1812880,Frankton-Lapel Community Schools
18,1812900,West Noble School Corporation
18,1812930,West Washington School Corporation
18,1812990,Western Boone County Community School Corporation
18,1813050,Western Wayne Schools
18,1813080,Westfield-Washington Schools
18,1813110,Westview School Corporation
18,1813200,Whiting School City
18,1813230,Whitko Community School Corporation
19,1920850,North Mahaska Community School District
19,1904950,Eddyville-Blakesburg-Fremont Community School District
19,1907050,Chariton Community School District
19,1930560,Wayne Community School District
19,1914850,Iowa Valley Community School District
19,1904830,Benton Community School District
19,1919140,Mid-Prairie Community School District
19,1928020,Tri-County Community School District
19,1907440,Clarksville Community School District
19,1930780,West Burlington Independent School District
19,1903540,Ames Community School District
19,1920250,Nevada Community School District
19,1928560,United Community School District
19,1904200,Ballard Community School District
19,1910980,English Valleys Community School District
19,1922440,Pekin Community School District
19,1915660,Keota Community School District
19,1917250,Lisbon Community School District
19,1930750,West Branch Community School District
19,1931800,Wilton Community School District
19,1999017,PCM Community School District
19,1907080,Charles City Community School District
19,1927600,Sumner-Fredericksburg Community School District
19,1926820,Southeast Polk Community School District
19,1906060,Camanche Community School District
19,1907710,Clinton Community School District
19,1908880,Delwood Community School District
19,1910130,Easton Valley Community School District
19,1921090,Northeast Community School District
19,1906000,Calamus-Wheatland Community School District
19,1918960,Melcher-Dallas Community School District
19,1921720,Olin Consolidated School District
19,1917550,Lone Tree Community School District
19,1917820,Louisa-Muscatine Community School District
19,1908580,Davenport Community School District
19,1920940,North Scott Community School District
19,1921210,Northwood-Kensett Community School District
19,1907860,College Community School District
19,1914700,Iowa City Community School District
19,1919710,Moravia Community School District
19,1903270,Albia Community School District
19,1906750,Centerville Community School District
19,1919800,Moulton-Udell Community School District
19,1925620,Seymour Community School District
19,1920340,New Hampton Community School District
19,1903750,Aplington-Parkersburg Community School District
19,1903060,AGWSR Community School District
19,1913470,Hampton-Dumont Community School District
19,1906810,Central DeWitt Community School District
19,1905070,Bondurant-Farrar Community School District
19,1907620,Clear Lake Community School District
19,1918780,Mason City Community School District
19,1918540,Maquoketa Valley Community School District
19,1910690,Eldora-New Providence Community School District
19,1914730,Iowa Falls Community School District
19,1907900,Collins-Maxwell Community School District
19,1907920,Colo-Nesco Community School District
19,1920910,North Polk Community School District
19,1931080,West Marshall Community School District
19,1918030,Lynnville-Sully Community School District
19,1921870,Oskaloosa Community School District
19,1914580,Independence Community School District
19,1920190,Nashua-Plainfield Community School District
19,1921840,Osage Community School District
19,1906540,Cedar Rapids Community School District
19,1927060,Springville Community School District
19,1910410,Eastern Allamakee Community School District
19,1918120,MFL MarMac Community School District
19,1922470,Pella Community School District
19,1928170,Twin Cedars Community School District
19,1918720,Marshalltown Community School District
19,1904680,Belmond-Klemme Community School District
19,1914640,Indianola Community School District
19,1921240,Norwalk Community School District
19,1930930,West Des Moines Community School District
19,1912660,Gladbrook-Reinbeck Community School District
19,1904620,Belle Plaine Community School District
19,1905490,Brooklyn-Guernsey-Malcom Community School District
19,1913380,H-L-V Community School District
19,1903390,Allamakee Community School District
19,1908730,Decorah Community School District
19,1914280,Howard-Winneshiek Community School District
19,1923340,Postville Community School District
19,1903630,Andrew Community School District
19,1900006,North Fayette Valley Community School District
19,1907410,Clarke Community School District
19,1918930,Mediapolis Community School District
19,1921000,North Tama County Community School District
19,1919770,Morning Sun Community School District
19,1926640,South Hamilton Community School District
19,1922110,Ottumwa Community School District
19,1906240,Cardinal Community School District
19,1929490,Waco Community School District
19,1916110,Lake Mills Community School District
19,1926790,South Winneshiek Community School District
19,1928110,Turkey Valley Community School District
19,1925200,St. Ansgar Community School District
19,1908970,Des Moines Independent Community School District
19,1926850,Southeast Warren Community School District
19,1906270,Carlisle Community School District
19,1918750,Martensdale-St. Marys Community School District
19,1912330,Garner-Hayfield-Ventura Community School District
19,1912510,Gilbert Community School District
19,1924870,Roland-Story Community School District
19,1925920,West Fork Community School District
19,1908940,Denver Community School District
19,1909540,Dunkerton Community School District
19,1928050,Tripoli Community School District
19,1915840,Knoxville Community School District
19,1926730,South Tama County Community School District
19,1919590,Montezuma Community School District
19,1920040,Mount Vernon Community School District
19,1920820,North Linn Community School District
19,1906780,Central City Community School District
19,1923160,Pleasantville Community School District
19,1906510,Cedar Falls Community School District
